Assembly name,version,Species name,Common name,Ploidy=Chr,haplotype,NCBI GenBank ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,Link (FTP),Publication (PUBMED ID)
ASM3044907v1,,Murraya paniculata,NA,2n=,haploid,GCA_030449075.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030449075.1/,Scaffold,PacBio,FALCON v. 0.3.0,217300155,1129329,57,478,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/075/GCA_030449075.1_ASM3044907v1/GCA_030449075.1_ASM3044907v1_genomic.fna.gz,na
ASM3422694v1,,Picochlorum sp. SENEW3,NA,2n=,haploid,GCA_034226945.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034226945.1/,Complete Genome,Oxford Nanopore;Illumina;Illumina NovaSeq,Canu v. 1.8;Mira v. 4.9;Hi-C Pro v. 3.1,13740543,1129626,6,12,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/226/945/GCA_034226945.1_ASM3422694v1/GCA_034226945.1_ASM3422694v1_genomic.fna.gz,na
RCC685,,Bathycoccus prasinos,NA,2n=,haploid,GCA_964187115.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964187115.1/,Chromosome,MinION,FLYE RACON RAGOO,27501445,1130283,7,36,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/115/GCA_964187115.1_RCC685/GCA_964187115.1_RCC685_genomic.fna.gz,na
cjHerHutc3.1,,Herbertus hutchinsiae,NA,2n=,haploid,GCA_965112325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965112325.1/,Chromosome,PacBio Arima2,various,1091588123,1140822,287,1682,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/112/325/GCA_965112325.1_cjHerHutc3.1/GCA_965112325.1_cjHerHutc3.1_genomic.fna.gz,na
AAC_Ahel_1.0.Atri_hap2,,Ambrosia x helenae,NA,2n=,haploid,GCA_030844895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030844895.1/,Chromosome,PacBio Sequel; Oxford Nanopore MinION,CANU+HiC v. 2.2,2027427927,1149173,490,9410,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/844/895/GCA_030844895.1_AAC_Ahel_1.0.Atri_hap2/GCA_030844895.1_AAC_Ahel_1.0.Atri_hap2_genomic.fna.gz,na
ASM2130787v1,,Zea mays,maize,2n=,haploid,GCA_021307875.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021307875.1/,Chromosome,PacBio Sequel; BioNano optical maps,FALCON v. pb-falcon 0.2.5; Bionano Solve pipeline v. Solve_06082017Rel; BWA v. bwa-0.7.15,2118173322,1150262,589,6192,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/307/875/GCA_021307875.1_ASM2130787v1/GCA_021307875.1_ASM2130787v1_genomic.fna.gz,na
COB_r1.0,,Chamaecyparis obtusa,NA,2n=,haploid,GCA_027943335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027943335.1/,Contig,PacBio SequelII,Hifiasm v. 0.13,8513066914,1153237,2093,15466,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/943/335/GCA_027943335.1_COB_r1.0/GCA_027943335.1_COB_r1.0_genomic.fna.gz,na
Zm-CGR01-Draft-G2F-1.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_963680795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963680795.1/,Contig,PacBio SEQUEL II,hifiasm 0.15.5-r352,2170843129,1154128,570,4033,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/680/795/GCA_963680795.1_Zm-CGR01-Draft-G2F-1.0/GCA_963680795.1_Zm-CGR01-Draft-G2F-1.0_genomic.fna.gz,na
ASM4686479v1,,Lolium multiflorum,Italian ryegrass,2n=,haploid,GCA_046864795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046864795.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.19.8-r603,2395793803,1160836,577,13772,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/864/795/GCA_046864795.1_ASM4686479v1/GCA_046864795.1_ASM4686479v1_genomic.fna.gz,na
POTRA-assembly-1,,Populus tremula,European aspen,2n=,haploid,GCA_964019445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964019445.1/,Scaffold,PacBio HiFi  Illumina HiSeq2500,FALCON v0.3,381973183,1163614,85,4247,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/019/445/GCA_964019445.1_POTRA-assembly-1/GCA_964019445.1_POTRA-assembly-1_genomic.fna.gz,na
ddDraInca1.1,,Draba incana,NA,2n=,haploid,GCA_963576765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963576765.1/,Chromosome,PacBio Arima2,various,667611551,1164499,174,1637,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/576/765/GCA_963576765.1_ddDraInca1.1/GCA_963576765.1_ddDraInca1.1_genomic.fna.gz,na
CNU_Tlep_v3.1,,Takakia lepidozioides,NA,2n=,haploid,GCA_030704615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030704615.1/,Chromosome,PacBio; Illumina,Canu v. 2.0; 3D-DNA v. 20190716; Juicer v. 1.6,324985294,1165551,89,974,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/615/GCA_030704615.1_CNU_Tlep_v3.1/GCA_030704615.1_CNU_Tlep_v3.1_genomic.fna.gz,na
ASM4686478v1,,Lolium perenne,perennial ryegrass,2n=,haploid,GCA_046864785.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_046864785.1/,Chromosome,ONT,NextDenovo v. 2.5.2,2263160508,1166592,539,4190,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/864/785/GCA_046864785.1_ASM4686478v1/GCA_046864785.1_ASM4686478v1_genomic.fna.gz,na
ASM3450990v1,,Populus simonii,NA,2n=,haploid,GCA_034509905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034509905.1/,Contig,Oxford Nanopore,wtdbg2 v. 2.5,431634313,1167091,87,2814,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/905/GCA_034509905.1_ASM3450990v1/GCA_034509905.1_ASM3450990v1_genomic.fna.gz,na
ASM207613v1,,Xerophyta viscosa,NA,2n=,haploid,GCA_002076135.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002076135.1/,Scaffold,PacBio,FALCON v. JAN-2016,293631467,1168296,69,1781,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/135/GCA_002076135.1_ASM207613v1/GCA_002076135.1_ASM207613v1_genomic.fna.gz,28346448
dmAquVulg1.hap1.1,,Aquilegia vulgaris,NA,2n=,haploid,GCA_964291885.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964291885.1/,Chromosome,PacBio Arima2,various,296011268,1168573,79,567,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/291/885/GCA_964291885.1_dmAquVulg1.hap1.1/GCA_964291885.1_dmAquVulg1.hap1.1_genomic.fna.gz,na
CUHK_Hcor_1,,Houttuynia cordata,chameleon-plant,2n=,haploid,GCA_039654745.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039654745.1/,Chromosome,PacBio SequelIe; Illumina HiSeq,hifiasm v. 0.19.8; yahs v. 1.2a.2,499496886,1169330,141,719,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/654/745/GCA_039654745.1_CUHK_Hcor_1/GCA_039654745.1_CUHK_Hcor_1_genomic.fna.gz,na
UVic_VacVit_1,,Vaccinium vitis-idaea,cowberry,2n=,haploid,GCA_034642295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_034642295.1/,Contig,Oxford Nanopore MinION; Illumina NovaSeq,SmartDenovo v. 1.4.0,547919928,1169789,150,755,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/642/295/GCA_034642295.1_UVic_VacVit_1/GCA_034642295.1_UVic_VacVit_1_genomic.fna.gz,38142435
dmAquVulg1.hap2.1,,Aquilegia vulgaris,NA,2n=,haploid,GCA_964291825.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964291825.1/,Chromosome,PacBio Arima2,various,289149314,1171413,75,854,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/291/825/GCA_964291825.1_dmAquVulg1.hap2.1/GCA_964291825.1_dmAquVulg1.hap2.1_genomic.fna.gz,na
ASM1835013v1,,Citrus trifoliata,hardy orange,2n=,haploid,GCA_018350135.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018350135.1/,Chromosome,PacBio Sequel,FALCON v. MAY-2017,303044755,1174493,64,707,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/135/GCA_018350135.1_ASM1835013v1/GCA_018350135.1_ASM1835013v1_genomic.fna.gz,33790260
ASM1459570v1,,Isatis tinctoria,woad,2n=,haploid,GCA_014595705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_014595705.1/,Scaffold,PacBio Sequel,FALCON v. 2.3,265602389,1175258,53,1053,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/595/705/GCA_014595705.1_ASM1459570v1/GCA_014595705.1_ASM1459570v1_genomic.fna.gz,na
ASM1057779v1,,Isatis tinctoria,woad,2n=,haploid,GCA_010577795.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_010577795.1/,Chromosome,PacBio Sequel,Canu v. 1.6; wtdbg v. 1; Quickmerge v. 0.2,293826581,1176212,56,1198,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/577/795/GCA_010577795.1_ASM1057779v1/GCA_010577795.1_ASM1057779v1_genomic.fna.gz,32025321
ASM2146441v1,,Lonicera japonica,Japanese honeysuckle,2n=,haploid,GCA_021464415.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_021464415.1/,Chromosome,PacBio Sequel,SAMRTdenovo v. FEB-2020,886040423,1177230,156,1881,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/464/415/GCA_021464415.1_ASM2146441v1/GCA_021464415.1_ASM2146441v1_genomic.fna.gz,na
ASM2546112v1,,Carex kokanica,NA,2n=,haploid,GCA_025461125.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025461125.1/,Contig,PacBio Sequel,FALCON v. 0.7,673403748,1179729,178,1504,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/461/125/GCA_025461125.1_ASM2546112v1/GCA_025461125.1_ASM2546112v1_genomic.fna.gz,35322069
UWA_Hpros_1,,Hakea prostrata,NA,2n=,haploid,GCA_041222555.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041222555.1/,Chromosome,Oxford Nanopore PromethION; Illumina XTen,NECAT v. 0.0.1,710572321,1180705,132,1003,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/222/555/GCA_041222555.1_UWA_Hpros_1/GCA_041222555.1_UWA_Hpros_1_genomic.fna.gz,na
ASM523922v2,,Populus alba,white poplar,2n=,haploid,GCA_005239225.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_005239225.2/,Chromosome,Illumina,HiC-Pro v. 2.9.0,415804670,1180906,101,1279,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/239/225/GCA_005239225.2_ASM523922v2/GCA_005239225.2_ASM523922v2_genomic.fna.gz,39636669
ASM2298504v1,,Macadamia tetraphylla,poppel nut,2n=,haploid,GCA_022985045.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022985045.1/,Chromosome,Oxford Nanopore,WTDBG v. 2.2,750539052,1182547,163,4335,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/045/GCA_022985045.1_ASM2298504v1/GCA_022985045.1_ASM2298504v1_genomic.fna.gz,35281801
TN1_rice_v1.0,,Oryza sativa,Asian cultivated rice,2n=,haploid,GCA_018853525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018853525.1/,Chromosome,PacBio Sequel; Illumina HiSeq; 10X Genomics linked reads,Canu v. 1.6; HGAP v. 4; Supernova v. 2.1.1; RaGOO v. 1.1,409033829,1188179,101,1165,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/853/525/GCA_018853525.1_TN1_rice_v1.0/GCA_018853525.1_TN1_rice_v1.0_genomic.fna.gz,na
Ler Assembly,,Arabidopsis thaliana,thale cress,2n=,haploid,GCA_001651475.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001651475.1/,Chromosome,Illumina; PacBio,AllPaths v. r40912; SSPACE-SR v. 1.4; SSPACE-LR v. 1.1; PBJelly v. 15.2.20,116600889,1193183,27,493,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/475/GCA_001651475.1_Ler_Assembly/GCA_001651475.1_Ler_Assembly_genomic.fna.gz,27354520
ASM2255984v1,,Amorphophallus konjac,konnyaku,2n=,haploid,GCA_022559845.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022559845.1/,Chromosome,PacBio Sequel,FALCON v. 3.0,5598080859,1197616,1354,8425,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/559/845/GCA_022559845.1_ASM2255984v1/GCA_022559845.1_ASM2255984v1_genomic.fna.gz,na
ASM2622663v1,,Zea mays,maize,2n=,haploid,GCA_026226635.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026226635.1/,Chromosome,PacBio Sequel,FALCON v. V1,2117071578,1198008,581,4240,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/226/635/GCA_026226635.1_ASM2622663v1/GCA_026226635.1_ASM2622663v1_genomic.fna.gz,na
XYYC_v1.0,,Camellia lanceoleosa,NA,2n=,haploid,GCA_025200525.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025200525.1/,Chromosome,Oxford Nanopore PromethION,NextDenovo v. 2.2,2999062798,1200000,644,3739,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/200/525/GCA_025200525.1_XYYC_v1.0/GCA_025200525.1_XYYC_v1.0_genomic.fna.gz,35306701
UNAM_Csor_1.0,,Cucurbita argyrosperma subsp. sororia,NA,2n=,haploid,GCA_018691285.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018691285.1/,Chromosome,Illumina HiSeq4000; PacBio Sequel,Platanus v. 1.2.4; DBG2OLC v. 1.0; minimap v. 2; racon v. 1.4.3; Pilon v. 1.21; RaGOO v. 1.1,252816759,1205533,60,956,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/691/285/GCA_018691285.1_UNAM_Csor_1.0/GCA_018691285.1_UNAM_Csor_1.0_genomic.fna.gz,33931618
lpEleQuin1.1,,Eleocharis quinqueflora,fewflower spikerush,2n=,haploid,GCA_964058905.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964058905.1/,Chromosome,PacBio Arima2,various,496937680,1205812,127,697,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/058/905/GCA_964058905.1_lpEleQuin1.1/GCA_964058905.1_lpEleQuin1.1_genomic.fna.gz,na
ASM1683459v1,,Chlamydomonas schloesseri,NA,2n=,haploid,GCA_016834595.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_016834595.1/,Contig,PacBio Sequel,Canu v. 1.7.1,130201002,1206536,30,457,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/834/595/GCA_016834595.1_ASM1683459v1/GCA_016834595.1_ASM1683459v1_genomic.fna.gz,na
Genome assembly Closterium sp. NIES-65,,Closterium sp. NIES-65,NA,2n=,haploid,GCA_948144175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_948144175.1/,Scaffold,PacBio Sequel  Illumina HiSeq 3000,canu,876339540,1206981,171,2724,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/144/175/GCA_948144175.1_Genome_assembly_Closterium_sp._NIES-65/GCA_948144175.1_Genome_assembly_Closterium_sp._NIES-65_genomic.fna.gz,na
ASM2365750v1,,Camelina hispida,NA,2n=,haploid,GCA_023657505.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023657505.1/,Chromosome,ONT; Illumina,CANU v. 1.8,283127492,1208423,70,464,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/657/505/GCA_023657505.1_ASM2365750v1/GCA_023657505.1_ASM2365750v1_genomic.fna.gz,na
ASM4011313v1,,Mimulus sookensis,NA,2n=,haploid,GCA_040113135.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_040113135.1/,Chromosome,PacBio,HifiSam v. 0.19.3; Proximo v. JULY-2021,572776844,1208617,130,899,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/113/135/GCA_040113135.1_ASM4011313v1/GCA_040113135.1_ASM4011313v1_genomic.fna.gz,38766685
ASM224581v2,,Micractinium conductrix,NA,2n=,haploid,GCA_002245815.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002245815.2/,Contig,PacBio,HGAP v. 3,60773875,1210495,13,298,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/245/815/GCA_002245815.2_ASM224581v2/GCA_002245815.2_ASM224581v2_genomic.fna.gz,29178410
Texas_F0,,Prunus dulcis,almond,2n=,haploid,GCA_963978805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963978805.1/,Chromosome,PacBio Hi-C Illumina,Falcon-Phase,253983132,1213027,62,362,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/978/805/GCA_963978805.1_Texas_F0/GCA_963978805.1_Texas_F0_genomic.fna.gz,na
Zm-PHT69-Draft-G2F-1.0,,Zea mays subsp. mays,maize,2n=,haploid,GCA_963556015.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963556015.1/,Contig,PacBio SEQUEL II,Hifiasm 0.9-r289,2164076976,1214104,553,3406,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/556/015/GCA_963556015.1_Zm-PHT69-Draft-G2F-1.0/GCA_963556015.1_Zm-PHT69-Draft-G2F-1.0_genomic.fna.gz,na
ASM1914422v1,,Citrus sinensis,sweet orange,2n=,haploid,GCA_019144225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019144225.1/,Chromosome,Oxford Nanopore,Nextdenovo v. 2.0-beta.1,330131080,1218041,64,421,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/144/225/GCA_019144225.1_ASM1914422v1/GCA_019144225.1_ASM1914422v1_genomic.fna.gz,34140668
KWZ_r1.0,,Prunus kanzakura,NA,2n=,haploid,GCA_020521455.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020521455.1/,Contig,Sequel,falcon v. 1.8.1,519843677,1220495,106,1544,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/521/455/GCA_020521455.1_KWZ_r1.0/GCA_020521455.1_KWZ_r1.0_genomic.fna.gz,na
ASM3002103v2,,Notholithocarpus densiflorus,NA,2n=,haploid,GCA_030021035.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030021035.2/,Scaffold,Complete Genomics; Oxford Nanopore MinION,Supernova v. 2.X,771897578,1221895,153,11971,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/021/035/GCA_030021035.2_ASM3002103v2/GCA_030021035.2_ASM3002103v2_genomic.fna.gz,na
ASM4276772v1,,Ageratina adenophora,NA,2n=,haploid,GCA_042767725.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042767725.1/,Chromosome,PacBio Sequel,Canu v. 1.9,3462048439,1227617,696,43141,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/767/725/GCA_042767725.1_ASM4276772v1/GCA_042767725.1_ASM4276772v1_genomic.fna.gz,na
Malus_sieversii.altB,,Malus sieversii,NA,2n=,haploid,GCA_028456155.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_028456155.1/,Chromosome,Illumina,DeNovaMAGIC v. 3,610988918,1231366,146,6677,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/155/GCA_028456155.1_Malus_sieversii.altB/GCA_028456155.1_Malus_sieversii.altB_genomic.fna.gz,33139952
ICGEB_PK_21.2,,Parachlorella kessleri,NA,2n=,haploid,GCA_015712045.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015712045.2/,Scaffold,Oxford Nanopore; Illumina MiSeq; Illumina HiSeq,MaSuRCA v. 3.4.2,53834847,1232053,11,142,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/712/045/GCA_015712045.2_ICGEB_PK_21.2/GCA_015712045.2_ICGEB_PK_21.2_genomic.fna.gz,na
Pedinophyceae_YPF-701_genome,,Pedinophyceae sp. YPF-701,NA,2n=,haploid,GCA_916048055.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_916048055.1/,Contig,NA,NA,27899919,1232795,8,32,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/048/055/GCA_916048055.1_Pedinophyceae_YPF-701_genome/GCA_916048055.1_Pedinophyceae_YPF-701_genome_genomic.fna.gz,na
ASM711570v1,,Dactylis glomerata,orchard grass,2n=,unresolved-diploid,GCA_007115705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_007115705.1/,Scaffold,PacBio Sequel,FALCON v. 3.1,1775047629,1238511,435,3596,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/115/705/GCA_007115705.1_ASM711570v1/GCA_007115705.1_ASM711570v1_genomic.fna.gz,31276273
ASM2654106v1,,Canavalia ensiformis,jack bean,2n=,haploid,GCA_026541065.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026541065.1/,Scaffold,Oxford Nanopore PromethION; Illumina HiSeq,FlyE v. 2.8.1; Racon v. 1.3.1; Pilon v. 1.22,535474123,1238787,123,1061,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/541/065/GCA_026541065.1_ASM2654106v1/GCA_026541065.1_ASM2654106v1_genomic.fna.gz,36377784
Chardonnay04,,Vitis vinifera,wine grape,2n=,haploid,GCA_011037095.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_011037095.1/,Scaffold,PacBio RSII,FALCON-Unzip v. SEPTEMBER-2019,601034255,1240368,120,1457,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/037/095/GCA_011037095.1_Chardonnay04/GCA_011037095.1_Chardonnay04_genomic.fna.gz,31506640
CAF_Sgla_1.0,,Sindora glabra,NA,2n=,haploid,GCA_020226215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020226215.1/,Chromosome,PacBio Sequel,FALCON v. 0.3.0,1113791914,1241048,272,1506,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/226/215/GCA_020226215.1_CAF_Sgla_1.0/GCA_020226215.1_CAF_Sgla_1.0_genomic.fna.gz,na
NBPGR_Kmethi_1,,Trigonella corniculata,NA,2n=,haploid,GCA_047302345.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_047302345.1/,Chromosome,Illumina HiSeq; Illumina NovaSeq; PacBio Sequel,HiFiasm v. 0.16.1-r375,798645394,1242270,179,1877,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/302/345/GCA_047302345.1_NBPGR_Kmethi_1/GCA_047302345.1_NBPGR_Kmethi_1_genomic.fna.gz,na
ASM2663629v1,,Medakamo hakoo,NA,2n=,haploid,GCA_026636295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026636295.1/,Complete Genome,PacBio RSII,HGAP v. SMRT Analysis version 2.3 RS_HGAP_Assembly.3,15638232,1246908,6,16,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/636/295/GCA_026636295.1_ASM2663629v1/GCA_026636295.1_ASM2663629v1_genomic.fna.gz,36690657
BRT_1.0,,Brassica rapa subsp. rapa,turnip,2n=,haploid,GCA_018901965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_018901965.1/,Scaffold,PacBio Sequel II,CANU v. 1.8,315740060,1248795,49,711,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/901/965/GCA_018901965.1_BRT_1.0/GCA_018901965.1_BRT_1.0_genomic.fna.gz,na
ASM2558364v1,,Gossypium ekmanianum,NA,2n=,haploid,GCA_025583645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025583645.1/,Chromosome,PacBio Sequel,FALCON v. 1,2340879381,1251287,579,4654,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/583/645/GCA_025583645.1_ASM2558364v1/GCA_025583645.1_ASM2558364v1_genomic.fna.gz,na
KIB_Gang_2,,Guadua angustifolia,Colombian timber bamboo,2n=,haploid,GCA_036346375.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346375.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,1544474041,1256310,340,3585,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/375/GCA_036346375.1_KIB_Gang_2/GCA_036346375.1_KIB_Gang_2_genomic.fna.gz,na
ASM2408581v1,,Flaveria linearis,NA,2n=,haploid,GCA_024085815.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_024085815.1/,Chromosome,PacBio; Illumina,Hera v. 1.0,1654389844,1256375,348,3038,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/085/815/GCA_024085815.1_ASM2408581v1/GCA_024085815.1_ASM2408581v1_genomic.fna.gz,na
ASM2520934v1,,Picochlorum sp. BPE23,NA,2n=,haploid,GCA_025209345.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025209345.1/,Contig,Illumina; PacBio,Flye v. 2.9-b1768,14824110,1257599,5,14,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/209/345/GCA_025209345.1_ASM2520934v1/GCA_025209345.1_ASM2520934v1_genomic.fna.gz,na
ASM4276727v1,,Micromonas commoda,NA,2n=,haploid,GCA_042767275.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_042767275.1/,Chromosome,PacBio Sequel,Canu v. 1.9,20718608,1259631,7,26,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/767/275/GCA_042767275.1_ASM4276727v1/GCA_042767275.1_ASM4276727v1_genomic.fna.gz,na
ASM4143016v1,,Prototheca zopfii,NA,2n=,haploid,GCA_041430165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041430165.1/,Contig,PacBio Sequel,hifiasm v. 0.7,31323842,1261121,9,80,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/430/165/GCA_041430165.1_ASM4143016v1/GCA_041430165.1_ASM4143016v1_genomic.fna.gz,38940543
daLinVulg1.1 alternate haplotype,,Linaria vulgaris,common toadflax,2n=,alternate-pseudohaplotype,GCA_948329855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_948329855.1/,Scaffold,PacBio Arima2,various,763535797,1266631,176,1701,,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/329/855/GCA_948329855.1_daLinVulg1.1_alternate_haplotype/GCA_948329855.1_daLinVulg1.1_alternate_haplotype_genomic.fna.gz,na
