Assembly name,version,Species,Common name,Ploidy=Chr,haplotype,ID,Link (download),assembly quality (ie: Gold  draft  etc),Sequencer Reads,Assembly Method,Total Length (bp),N50 Length (bp),L50 (#),Contig (#),Number of Gaps,genus,family,order,class,phylum,group name,Link (FTP),Publication (PUBMED ID),Busco_cutoff
ASM2361440v1,nan,Avena insularis,nan,2n=,haploid,GCA_023614405.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023614405.1/,Chromosome,PromethION,Canu v. 1.8,7519018440,5637473,399,2732,nan,Avena,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/614/405/GCA_023614405.1_ASM2361440v1/GCA_023614405.1_ASM2361440v1_genomic.fna.gz,na,False
FF25_Vum_1,nan,Vigna umbellata,rice bean,2n=,haploid,GCA_025174585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_025174585.1/,Chromosome,PacBio Sequel,Celera Assembler v. 2.3,475433220,16877783,11,343,nan,Vigna,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/174/585/GCA_025174585.1_FF25_Vum_1/GCA_025174585.1_FF25_Vum_1_genomic.fna.gz,na,False
drTriDubi3.1,nan,Trifolium dubium,nan,2n=,haploid,GCA_951804385.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_951804385.1/,Chromosome,PacBio Arima2,various,678940108,3006263,75,739,nan,Trifolium,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/804/385/GCA_951804385.1_drTriDubi3.1/GCA_951804385.1_drTriDubi3.1_genomic.fna.gz,na,False
ASM3688567v1,nan,Vigna mungo,black gram,2n=,haploid,GCA_036885675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036885675.1/,Chromosome,PacBio Sequel; Illumina; HiC,CANU v. 1; 3D-DNA v. 1,474083000,8478950,18,238,nan,Vigna,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/885/675/GCA_036885675.1_ASM3688567v1/GCA_036885675.1_ASM3688567v1_genomic.fna.gz,37923361,False
ASM2365362v1,nan,Triadica sebifera,popcorn-tree,2n=,haploid,GCA_023653625.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023653625.1/,Chromosome,PacBio Sequel,Canu v. 2.1,739024270,26584504,12,237,nan,Triadica,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/653/625/GCA_023653625.1_ASM2365362v1/GCA_023653625.1_ASM2365362v1_genomic.fna.gz,na,False
ASM3970765v1,nan,Elymus sibiricus,nan,2n=,haploid,GCA_039707655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_039707655.1/,Chromosome,PacBio HiFi; MGISEQ-2000; DNBSEQ-T7,HiFiasm v. 0.19.6,6898892898,49518364,37,418,nan,Elymus,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/707/655/GCA_039707655.1_ASM3970765v1/GCA_039707655.1_ASM3970765v1_genomic.fna.gz,39060306,False
Kyuss_2.0,nan,Lolium perenne,perennial ryegrass,2n=,haploid,GCA_019359855.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019359855.2/,Chromosome,Oxford Nanopore PromethION,NextDenovo v. 2.5.2,2264755215,118861474,7,165,nan,Lolium,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/359/855/GCA_019359855.2_Kyuss_2.0/GCA_019359855.2_Kyuss_2.0_genomic.fna.gz,34247248,False
ASM3655364v1,nan,Solanum okadae,nan,2n=,haploid,GCA_036553645.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036553645.1/,Chromosome,PacBio Sequel,HiFiasm v. 0.16.1-r375,725849496,58363667,6,136,nan,Solanum,Solanaceae,Solanales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/553/645/GCA_036553645.1_ASM3655364v1/GCA_036553645.1_ASM3655364v1_genomic.fna.gz,na,False
KIB_Mbac_1,nan,Melocanna baccifera,nan,2n=,haploid,GCA_036346265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_036346265.1/,Chromosome,Oxford Nanopore PromethION,SMARTdenovo v. 1.0.0,1077028768,6411822,46,818,nan,Melocanna,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/265/GCA_036346265.1_KIB_Mbac_1/GCA_036346265.1_KIB_Mbac_1_genomic.fna.gz,na,False
ASM2364667v1,nan,Avena sativa,oats,2n=,haploid,GCA_023646675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023646675.1/,Chromosome,PromethION,Canu v. 1.8,10757433345,75273016,44,436,nan,Avena,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/646/675/GCA_023646675.1_ASM2364667v1/GCA_023646675.1_ASM2364667v1_genomic.fna.gz,na,False
ASM1917538v2,nan,Lycium barbarum,goji berry,2n=,haploid,GCA_019175385.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019175385.2/,Chromosome,PacBio Sequel; Illumina HiSeq,smartdenovo v. v1.0,1668808413,2385424,205,1730,nan,Lycium,Solanaceae,Solanales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/175/385/GCA_019175385.2_ASM1917538v2/GCA_019175385.2_ASM1917538v2_genomic.fna.gz,34083720,False
ASM1502217v1,nan,Echinochloa crus-galli,barnyard grass,2n=,haploid,GCA_015022175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015022175.1/,Scaffold,PacBio,canu v. 1.8,1339593986,2363233,173,3245,nan,Echinochloa,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/022/175/GCA_015022175.1_ASM1502217v1/GCA_015022175.1_ASM1502217v1_genomic.fna.gz,32622997,False
Gn-TARS1881-DRAFT-NextGenCassava-1.0,nan,Garcia nutans,nan,2n=,haploid,GCA_947685225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_947685225.1/,Contig,PacBio SEQUEL II,Hifiasm 0.15.1-r334,2183361891,48231909,18,692,nan,Garcia,Euphorbiaceae,Malpighiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/685/225/GCA_947685225.1_Gn-TARS1881-DRAFT-NextGenCassava-1.0/GCA_947685225.1_Gn-TARS1881-DRAFT-NextGenCassava-1.0_genomic.fna.gz,na,False
ASM711570v1,nan,Dactylis glomerata,orchard grass,2n=,unresolved-diploid,GCA_007115705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_007115705.1/,Scaffold,PacBio Sequel,FALCON v. 3.1,1775047629,1238511,435,3596,nan,Dactylis,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/115/705/GCA_007115705.1_ASM711570v1/GCA_007115705.1_ASM711570v1_genomic.fna.gz,31276273,False
ASM4129632v1,nan,Zanthoxylum nitidum,nan,2n=,haploid,GCA_041296325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_041296325.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.16,2232968228,57612201,17,275,nan,Zanthoxylum,Rutaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/296/325/GCA_041296325.1_ASM4129632v1/GCA_041296325.1_ASM4129632v1_genomic.fna.gz,na,False
lpPoaChai1.hap1.1,nan,Poa chaixii,nan,2n=,haploid,GCA_964215705.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964215705.1/,Chromosome,PacBio Arima2,various,1422612531,3586441,123,1065,nan,Poa,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/215/705/GCA_964215705.1_lpPoaChai1.hap1.1/GCA_964215705.1_lpPoaChai1.hap1.1_genomic.fna.gz,na,False
DiExil,nan,Digitaria exilis,nan,2n=,haploid,GCA_015342445.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015342445.1/,Contig,PacBio,Canu v. 1.8,760650579,1734059,126,3329,nan,Digitaria,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/342/445/GCA_015342445.1_DiExil/GCA_015342445.1_DiExil_genomic.fna.gz,na,False
ASM3246443v1,nan,Aegilops umbellulata,nan,2n=,haploid,GCA_032464435.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_032464435.1/,Chromosome,PacBio Sequel,LJA v. 0.2; DeepConsensus v. 1.0.0,4226318294,17920629,77,430,nan,Aegilops,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/464/435/GCA_032464435.1_ASM3246443v1/GCA_032464435.1_ASM3246443v1_genomic.fna.gz,na,False
ASM2352571v1,nan,Cichorium intybus,chicory,2n=,haploid,GCA_023525715.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023525715.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.14.2,1278649978,9445615,39,718,nan,Cichorium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/525/715/GCA_023525715.1_ASM2352571v1/GCA_023525715.1_ASM2352571v1_genomic.fna.gz,na,False
daGalTetr1.2,nan,Galeopsis tetrahit,nan,2n=,haploid,GCA_963675135.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963675135.2/,Chromosome,PacBio Arima2,various,1427800571,8528225,54,654,nan,Galeopsis,Lamiaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/675/135/GCA_963675135.2_daGalTetr1.2/GCA_963675135.2_daGalTetr1.2_genomic.fna.gz,na,False
MPIPZ_junEff1m_1,nan,Juncus effusus,common rush,2n=,haploid,GCA_027726005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_027726005.1/,Chromosome,PacBio HiFi,Hifiasm v. 0.16.1,258275244,10907635,11,386,nan,Juncus,Juncaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/726/005/GCA_027726005.1_MPIPZ_junEff1m_1/GCA_027726005.1_MPIPZ_junEff1m_1_genomic.fna.gz,35926507,False
WRC_timopheevii_genome_with_organelles,nan,Triticum timopheevii,Sanduri wheat,2n=,haploid,GCA_963921465.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963921465.1/,Chromosome,PacBio Sequel II  Illumina NovaSeq 6000,Hifiasm  Salsa2,9350587949,42410373,47,2304,nan,Triticum,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/921/465/GCA_963921465.1_WRC_timopheevii_genome_with_organelles/GCA_963921465.1_WRC_timopheevii_genome_with_organelles_genomic.fna.gz,na,False
ASM3068699v1,nan,Artemisia argyi,nan,2n=,unresolved-diploid,GCA_030686995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_030686995.1/,Chromosome,PacBio,HiFiasm v. 2022-04-21,8002329356,6252578,389,14120,nan,Artemisia,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/686/995/GCA_030686995.1_ASM3068699v1/GCA_030686995.1_ASM3068699v1_genomic.fna.gz,35689517,False
Psec_v2_Bern,nan,Petunia secreta,nan,2n=,haploid,GCA_029990175.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_029990175.1/,Contig,PacBio Sequel,Hifiasm v. 0.15,1440196919,29396218,15,854,nan,Petunia,Solanaceae,Solanales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/990/175/GCA_029990175.1_Psec_v2_Bern/GCA_029990175.1_Psec_v2_Bern_genomic.fna.gz,na,False
NJ,nan,Vigna unguiculata subsp. sesquipedalis,yard-long-bean,2n=,haploid,GCA_026781165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_026781165.1/,Chromosome,Illumina HiSeq; PacBio Sequel,hifiasm v. 0.16; LACHESIS v. 1.0,550311143,24188537,8,77,nan,Vigna,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/781/165/GCA_026781165.1_NJ/GCA_026781165.1_NJ_genomic.fna.gz,na,False
mabamboo_1.0,nan,Dendrocalamus latiflorus,sweet bamboo,2n=,haploid,GCA_017311315.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017311315.1/,Chromosome,PacBio Sequel,SOAPdenovo v. August-2020,2742844428,2311828,365,3974,nan,Dendrocalamus,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/315/GCA_017311315.1_mabamboo_1.0/GCA_017311315.1_mabamboo_1.0_genomic.fna.gz,na,False
ASM1716589v1,nan,Gossypium mustelinum,nan,2n=,haploid,GCA_017165895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017165895.1/,Chromosome,PacBio Sequel,Canu v. 1.1,2297129419,8062049,69,1509,nan,Gossypium,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/165/895/GCA_017165895.1_ASM1716589v1/GCA_017165895.1_ASM1716589v1_genomic.fna.gz,na,False
ASM1714061v1,nan,Eucalyptus cladocalyx,nan,2n=,haploid,GCA_017140615.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_017140615.1/,Chromosome,Oxford Nanopore MinION,Canu v. 2,544042699,2796550,58,390,nan,Eucalyptus,Myrtaceae,Myrtales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/140/615/GCA_017140615.1_ASM1714061v1/GCA_017140615.1_ASM1714061v1_genomic.fna.gz,na,False
OgluRS3,nan,Oryza glumipatula,nan,2n=,haploid,GCA_000576495.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000576495.2/,Chromosome,PacBio,CANU v. 1.5; MECAT v. 1.3; FALCON v. 2017.06.28-18.01-py2.7-ucs4,388591328,18238801,8,68,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/495/GCA_000576495.2_OgluRS3/GCA_000576495.2_OgluRS3_genomic.fna.gz,na,False
ASM71507v2,nan,Nicotiana tabacum,common tobacco,2n=,haploid,GCA_000715075.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_000715075.2/,Chromosome,Oxford Nanopore; Illumina,Flye v. 2.9.1,3995497705,11819318,97,1409,nan,Nicotiana,Solanaceae,Solanales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/075/GCA_000715075.2_ASM71507v2/GCA_000715075.2_ASM71507v2_genomic.fna.gz,24807620,False
NericaL19,nan,Oryza glaberrima x Oryza sativa,nan,2n=,haploid,GCA_965117955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117955.1/,Scaffold,ONT,Flyev2.9,393938985,23372696,7,110,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/955/GCA_965117955.1_NericaL19/GCA_965117955.1_NericaL19_genomic.fna.gz,na,False
Oropetium_genomic_20141112,nan,Oropetium thomaeum,nan,2n=,haploid,GCA_001182835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001182835.1/,Contig,PacBio,HGAP v. November-2014,243174629,2386382,32,625,nan,Oropetium,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/182/835/GCA_001182835.1_Oropetium_genomic_20141112/GCA_001182835.1_Oropetium_genomic_20141112_genomic.fna.gz,26560029,False
Aet v6.0,nan,Aegilops tauschii subsp. strangulata,nan,2n=,haploid,GCA_002575655.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_002575655.3/,Chromosome,PacBio Sequel,HiFiasm v. 0.16.1-r374; Bionano Solve v. 3.3,4121012581,36601549,35,1461,nan,Aegilops,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/575/655/GCA_002575655.3_Aet_v6.0/GCA_002575655.3_Aet_v6.0_genomic.fna.gz,34515796;29143815,False
Caiapo,nan,Oryza sativa tropical japonica subgroup,nan,2n=,haploid,GCA_965117735.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117735.1/,Scaffold,ONT,Flyev2.9,380485684,23444316,7,108,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/735/GCA_965117735.1_Caiapo/GCA_965117735.1_Caiapo_genomic.fna.gz,na,False
Asagao_1.1,nan,Ipomoea nil,Japanese morning glory,2n=,haploid,GCA_001879475.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_001879475.1/,Scaffold,PacBio; Illumina HiSeq,HGAP v. 3 (Contig Assembly); BESST v. 2.1.0 (Scaffolding); PBJelly v. 15.8.24 (Gap-filling),734591543,1873359,107,3865,nan,Ipomoea,Convolvulaceae,Solanales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/879/475/GCA_001879475.1_Asagao_1.1/GCA_001879475.1_Asagao_1.1_genomic.fna.gz,27824041,False
ASM2274975v1,nan,Azadirachta indica,neem,2n=,haploid,GCA_022749755.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_022749755.1/,Chromosome,Illumina; PacBio,CANU v. 2.0; ALLHIC v. 0.9.12,281623417,6039544,14,870,nan,Azadirachta,Meliaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/749/755/GCA_022749755.1_ASM2274975v1/GCA_022749755.1_ASM2274975v1_genomic.fna.gz,na,False
MtrunA17r5.0-ANR,nan,Medicago truncatula,barrel medic,2n=,haploid,GCA_003473485.2,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_003473485.2/,Chromosome,nan,CANU v. 1.3; PBcR v. wqs-8.3rc1; FALCON v. 0.7,429038102,23305320,7,62,nan,Medicago,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/473/485/GCA_003473485.2_MtrunA17r5.0-ANR/GCA_003473485.2_MtrunA17r5.0-ANR_genomic.fna.gz,na,False
JrSerr_v1.0,nan,Juglans microcarpa x Juglans regia,nan,2n=,alternate-pseudohaplotype,GCA_004785585.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_004785585.1/,Chromosome,PacBio,FALCON v. 0.4.2,530618363,15066219,13,127,nan,Juglans,Juglandaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/785/585/GCA_004785585.1_JrSerr_v1.0/GCA_004785585.1_JrSerr_v1.0_genomic.fna.gz,30937174,False
daMelSylv1.1,nan,Melampyrum sylvaticum,nan,2n=,haploid,GCA_965112295.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965112295.1/,Chromosome,PacBio Arima2,various,4364487659,7117492,192,1107,nan,Melampyrum,Orobanchaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/112/295/GCA_965112295.1_daMelSylv1.1/GCA_965112295.1_daMelSylv1.1_genomic.fna.gz,na,False
Gossypium_darwinii_v1.1,nan,Gossypium darwinii,nan,2n=,haploid,GCA_007990325.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_007990325.1/,Chromosome,PacBio Sequel,Mecat v. 1.0,2178087963,9070717,69,821,nan,Gossypium,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/325/GCA_007990325.1_Gossypium_darwinii_v1.1/GCA_007990325.1_Gossypium_darwinii_v1.1_genomic.fna.gz,na,False
AYv1.1,nan,Acer yangbiense,nan,2n=,haploid,GCA_008009225.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_008009225.1/,Chromosome,PacBio Sequel,SMARTDENOVO v. 1.0,664908243,5864378,36,553,nan,Acer,Sapindaceae,Sapindales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/009/225/GCA_008009225.1_AYv1.1/GCA_008009225.1_AYv1.1_genomic.fna.gz,na,False
Og132_Mg12_LD,nan,Oryza glaberrima,African rice,2n=,haploid,GCA_965117855.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_965117855.1/,Scaffold,ONT,Flyev2.9,349701435,26642639,6,40,nan,Oryza,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/965/117/855/GCA_965117855.1_Og132_Mg12_LD/GCA_965117855.1_Og132_Mg12_LD_genomic.fna.gz,na,False
daVerSerp1.hap1.1,nan,Veronica serpyllifolia,thyme-leaved speedwell,2n=,haploid,GCA_964197965.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964197965.1/,Chromosome,PacBio Arima2,various,368107021,6490913,18,204,nan,Veronica,Plantaginaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/197/965/GCA_964197965.1_daVerSerp1.hap1.1/GCA_964197965.1_daVerSerp1.hap1.1_genomic.fna.gz,na,False
ASM2362138v1,nan,Quercus gilva,nan,2n=,haploid,GCA_023621385.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_023621385.1/,Chromosome,PacBio Sequel,Hifiasm v. 0.15.4-r348,889714170,28322169,11,773,nan,Quercus,Fagaceae,Fagales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/621/385/GCA_023621385.1_ASM2362138v1/GCA_023621385.1_ASM2362138v1_genomic.fna.gz,na,False
daTanPart1.hap1.1,nan,Tanacetum parthenium,feverfew,2n=,haploid,GCA_964204775.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964204775.1/,Chromosome,PacBio Arima2,various,2123985604,3296756,197,1438,nan,Tanacetum,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/204/775/GCA_964204775.1_daTanPart1.hap1.1/GCA_964204775.1_daTanPart1.hap1.1_genomic.fna.gz,na,False
CNRS_Lalb_1.0,nan,Lupinus albus,white lupine,2n=,haploid,GCA_009771035.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_009771035.1/,Chromosome,Illumina HiSeq; PacBio Sequel; BioNano Genomics Iris,CANU v. 1.6; FALCON v. 0.7.3; Bionano-Solve v. 3.1; allmaps v. NOVEMBER-2017,447723139,8734267,21,135,nan,Lupinus,Fabaceae,Fabales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/771/035/GCA_009771035.1_CNRS_Lalb_1.0/GCA_009771035.1_CNRS_Lalb_1.0_genomic.fna.gz,31980615,False
daXanOrie1.2,nan,Xanthium orientale,nan,2n=,haploid,GCA_964271845.3,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964271845.3/,Chromosome,PacBio OmniC,Hifiasm Purge_dups Yahs,2257709548,98804340,9,38,nan,Xanthium,Asteraceae,Asterales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/271/845/GCA_964271845.3_daXanOrie1.2/GCA_964271845.3_daXanOrie1.2_genomic.fna.gz,na,False
IVFCAAS_Rs08_1.0,nan,Raphanus raphanistrum subsp. landra,nan,2n=,haploid,GCA_019706005.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_019706005.1/,Chromosome,PacBio RSII; Illumina HiSeq X Ten,MECAT v. 1.0,417489447,4068314,19,853,nan,Raphanus,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/706/005/GCA_019706005.1_IVFCAAS_Rs08_1.0/GCA_019706005.1_IVFCAAS_Rs08_1.0_genomic.fna.gz,34384905,False
daRhiMino1.hap1.1,nan,Rhinanthus minor,little yellow-rattle,2n=,haploid,GCA_964270735.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964270735.1/,Chromosome,PacBio Arima2,various,1178392141,12437200,26,688,nan,Rhinanthus,Orobanchaceae,Lamiales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/270/735/GCA_964270735.1_daRhiMino1.hap1.1/GCA_964270735.1_daRhiMino1.hap1.1_genomic.fna.gz,na,False
ZSTU_Gsto,nan,Gossypium stocksii,nan,2n=,haploid,GCA_020496765.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_020496765.1/,Chromosome,PacBio; Illumina NovaSeq,MECAT2 v. 1.0; SOAPdenovo v. 1.0,1448108109,36153893,15,182,nan,Gossypium,Malvaceae,Malvales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/496/765/GCA_020496765.1_ZSTU_Gsto/GCA_020496765.1_ZSTU_Gsto_genomic.fna.gz,34170607,False
aegilops_longissima_AEG-6782-2_v2,nan,Aegilops longissima,nan,2n=,haploid,GCA_964264335.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_964264335.1/,Chromosome,Illumina HiSeq4000  Sequel II,TRITEX (commit: 7041ff2)  hifiasm (v0.14.1),6032725181,15853756,110,1923,nan,Aegilops,Poaceae,Poales,Magnoliopsida,Streptophyta,monocots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/264/335/GCA_964264335.1_aegilops_longissima_AEG-6782-2_v2/GCA_964264335.1_aegilops_longissima_AEG-6782-2_v2_genomic.fna.gz,na,False
genome_assembly,nan,Cardamine chenopodiifolia,nan,2n=,haploid,GCA_963922655.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_963922655.1/,Chromosome,PacificBioscience Sequel II,Gala,596733970,18718225,15,33,nan,Cardamine,Brassicaceae,Brassicales,Magnoliopsida,Streptophyta,eudicots,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/922/655/GCA_963922655.1_genome_assembly/GCA_963922655.1_genome_assembly_genomic.fna.gz,na,False
